nconst	primaryName	knownForTitles
nm1349376	Francis Lawrence	['tt1951264', 'tt0480249', 'tt1951265', 'tt0360486']
nm0269463	Jon Favreau	['tt2883512', 'tt0371746', 'tt0117802', 'tt8111088']
nm0997291	Justin Kurzel	['tt13694628', 'tt1680114', 'tt2884018', 'tt2094766']
nm2648685	Mike Cahill	['tt1549572', 'tt2884206', 'tt10333426', 'tt0435609']
nm0948159	Wilson Yip	['tt1220719', 'tt0478024', 'tt2076298', 'tt2888046']
nm0197855	John Francis Daley	['tt2906216', 'tt2250912', 'tt0348333', 'tt0460627']
nm0326246	Jonathan Goldstein	['tt2250912', 'tt1499658', 'tt2704998', 'tt2906216']
nm0777881	Robert Schwentke	['tt6763252', 'tt1245526', 'tt0297871', 'tt0790736']
nm1827931	William Eubank	['tt19864802', 'tt2910814', 'tt1541874', 'tt5774060']
nm0602104	Jocelyn Moorhouse	['tt2910904', 'tt0102721', 'tt0110598', 'tt0316396']
nm0821432	Chad Stahelski	['tt10366206', 'tt10838180', 'tt2911666', 'tt0234215']
nm1266897	Johannes Roberts	['tt6920084', 'tt7329656', 'tt2932536', 'tt21651560']
nm0899121	Thomas Vinterberg	['tt2106476', 'tt10288566', 'tt0154420', 'tt1322385']
nm0336695	James Gray	['tt1951181', 'tt2935510', 'tt1212428', 'tt1103275']
nm0000500	Richard Linklater	['tt0243017', 'tt2209418', 'tt0102943', 'tt1065073']
nm1170855	J.C. Chandor	['tt2937898', 'tt1615147', 'tt2017038', 'tt1488606']
nm0397174	Byron Howard	['tt2948356', 'tt2953050', 'tt0398286', 'tt0397892']
nm0601781	Rich Moore	['tt1772341', 'tt2948356', 'tt5848272', 'tt0149460']
nm0230032	Pete Docter	['tt1049413', 'tt2096673', 'tt2948372', 'tt0910970']
nm1158544	Jared Bush	['tt2948356', 'tt2953050', 'tt0362404', 'tt3521164']
nm0397174	Byron Howard	['tt2948356', 'tt2953050', 'tt0398286', 'tt0397892']
nm0761498	Chris Sanders	['tt0275847', 'tt0892769', 'tt0481499', 'tt29623480']
nm0281945	Anne Fletcher	['tt1041829', 'tt0462590', 'tt0427327', 'tt0395699']
nm0218621	James DeMonaco	['tt2975578', 'tt4094724', 'tt6133466', 'tt2184339']
nm0811583	Zack Snyder	['tt0416449', 'tt0451279', 'tt12361974', 'tt0993840']
nm1016428	James Marsh	['tt2980516', 'tt0396688', 'tt1770734', 'tt0210389']
nm1417392	Adam Wingard	['tt2105044', 'tt1853739', 'tt2980592', 'tt14539740']
nm0002120	Lasse Hallström	['tt0108550', 'tt0241303', 'tt0089606', 'tt2980648']
nm0443505	Clay Kaytis	['tt17220704', 'tt2990140', 'tt1985949', 'tt19866966']
nm0000128	Russell Crowe	['tt1707386', 'tt0172495', 'tt0268978', 'tt0119488']
nm1167933	Damián Szifron	['tt3011894', 'tt10275534', 'tt0316613', 'tt0322298']
nm1033517	Ariel Vromen	['tt1491044', 'tt5968274', 'tt3014866', 'tt3511124']
nm0269463	Jon Favreau	['tt2883512', 'tt0371746', 'tt0117802', 'tt8111088']
nm2171633	Baran bo Odar	['tt3042408', 'tt5753856', 'tt1361835', 'tt9319668']
nm0462895	David Koepp	['tt0107290', 'tt0164181', 'tt0117060', 'tt0145487']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm0871860	Jeff Tremaine	['tt3063516', 'tt0800325', 'tt9684220', 'tt1116184']
nm1414582	Ben Palmer	['tt1716772', 'tt8129450', 'tt3064298', 'tt0374367']
nm1490123	James Wan	['tt0387564', 'tt3065204', 'tt2820852', 'tt1591095']
nm5820154	Ilya Naishuller	['tt3072482', 'tt7888964', 'tt7863198', 'tt7771716']
nm3363032	Ryan Coogler	['tt1825683', 'tt9114286', 'tt3076658', 'tt2334649']
nm0082450	Paul Feig	['tt0193676', 'tt2404463', 'tt0110006', 'tt3079380']
nm8609388	Mark Molloy	['tt3083016', 'tt25377254', 'tt26218572', 'tt10131114']
nm3868633	Severin Fiala	['tt3086442', 'tt7347846', 'tt29141112', 'tt1634328']
nm1072411	Veronika Franz	['tt3086442', 'tt7347846', 'tt29141112', 'tt6688354']
nm0003620	Kevin Smith	['tt0109445', 'tt0118842', 'tt0424345', 'tt0120655']
nm0160840	Jon M. Chu	['tt3104988', 'tt1321510', 'tt1262426', 'tt3995980']
nm0160840	Jon M. Chu	['tt3104988', 'tt1321510', 'tt1262426', 'tt3995980']
nm5278146	Aaron Hann	['tt3118452', 'tt2401798']
nm5278427	Mario Miscione	['tt3118452', 'tt5600406', 'tt13372944', 'tt2401798']
nm0031976	Judd Apatow	['tt1723816', 'tt9686708', 'tt0478311', 'tt0405422']
nm0668350	Jamie Payne	['tt3155298', 'tt1778108', 'tt4604612', 'tt0808096']
nm0174374	Bill Condon	['tt0443489', 'tt0120684', 'tt0362269', 'tt0299658']
nm0911334	Matthew Warchus	['tt3169706', 'tt3447590', 'tt0174204', 'tt10384504']
nm1049433	Lenny Abrahamson	['tt3170832', 'tt1605717', 'tt9059760', 'tt0419420']
nm1093039	Mike Flanagan	['tt12908150', 'tt6763664', 'tt10574558', 'tt5606664']
nm0946734	David Yates	['tt0373889', 'tt1201607', 'tt0918940', 'tt0417741']
nm1191481	Leigh Whannell	['tt0387564', 'tt2490326', 'tt1051906', 'tt1591095']
nm1587778	Ben Young	['tt3896738', 'tt3201640', 'tt10980638', 'tt2096403']
nm0005366	Jay Roach	['tt3203606', 'tt6394270', 'tt0118655', 'tt0109303']
nm0565336	Tom McCarthy	['tt1606392', 'tt0340377', 'tt0857191', 'tt1895587']
nm0792263	Taylor Sheridan	['tt2582782', 'tt5362988', 'tt4236770', 'tt3397884']
nm1716636	Marielle Heller	['tt3172532', 'tt3224458', 'tt4595882', 'tt12810074']
nm0318916	Craig Gillespie	['tt5580036', 'tt0805564', 'tt2025690', 'tt1438176']
nm1379002	David Robert Mitchell	['tt3235888', 'tt5691670', 'tt1174042', 'tt27165187']
nm3699790	DK Welchman	['tt3262342', 'tt10651230', 'tt2024455', 'tt2073551']
nm1364790	Hugh Welchman	['tt3262342', 'tt0863136', 'tt10651230']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm2847370	Lisa Joy	['tt0475784', 'tt3272066', 'tt0925266', 'tt12637874']
nm1950086	Greta Gerwig	['tt1517268', 'tt4925292', 'tt2872462', 'tt2347569']
nm0004217	André Øvredal	['tt1740707', 'tt3289956', 'tt4583446', 'tt1001520']
nm0619836	Babak Najafi	['tt1548629', 'tt3300542', 'tt3454016', 'tt0245385']
nm0815204	Paolo Sorrentino	['tt12680684', 'tt3312830', 'tt2358891', 'tt1440345']
nm0003506	James Mangold	['tt3315342', 'tt1950186', 'tt0358273', 'tt1462764']
nm1294036	Nima Nourizadeh	['tt1636826', 'tt3316948', 'tt13210838', 'tt7661390']
nm0322144	Richard Glatzer	['tt3316960', 'tt0451176', 'tt5437928', 'tt0107045']
nm0922903	Wash Westmoreland	['tt3316960', 'tt0451176', 'tt5437928', 'tt8178486']
nm1481618	Peter Landesman	['tt3322364', 'tt5175450', 'tt2345112', 'tt1216491']
nm2134474	Vikas Bahl	['tt3322420', 'tt4434004', 'tt4007558', 'tt1841542']
nm0502954	John R. Leonetti	['tt3322940', 'tt1457767', 'tt2226417', 'tt0119707']
nm0942504	Joe Wright	['tt0414387', 'tt0783233', 'tt4555426', 'tt0993842']
nm1294961	Michael Spierig	['tt2397535', 'tt0433362', 'tt0339840', 'tt1072748']
nm1294962	Peter Spierig	['tt2397535', 'tt0433362', 'tt0339840', 'tt1072748']
nm0510731	Doug Liman	['tt1631867', 'tt0117802', 'tt0977855', 'tt3359350']
nm0000881	Michael Bay	['tt0120591', 'tt1055369', 'tt2109248', 'tt0418279']
nm0504642	Louis Leterrier	['tt0800080', 'tt5433140', 'tt1670345', 'tt0293662']
nm0001741	Bryan Singer	['tt0120903', 'tt0114814', 'tt0348150', 'tt1877832']
nm0004217	André Øvredal	['tt1740707', 'tt3289956', 'tt4583446', 'tt1001520']
nm0080235	Vishal Bhardwaj	['tt3390572', 'tt0488414', 'tt4934950', 'tt1274295']
nm0001880	Edward Zwick	['tt0092492', 'tt0325710', 'tt0138097', 'tt0115956']
nm0898288	Denis Villeneuve	['tt1160419', 'tt1856101', 'tt15239678', 'tt2543164']
nm0000110	Kenneth Branagh	['tt0097499', 'tt0116477', 'tt0107616', 'tt3402236']
nm1194320	Rahul Dholakia	['tt3405236', 'tt0433425', 'tt1309561', 'tt27930683']
nm0777881	Robert Schwentke	['tt6763252', 'tt1245526', 'tt0297871', 'tt0790736']
nm0757858	Carlos Saldanha	['tt1436562', 'tt2357291', 'tt0268380', 'tt0438097']
nm1291105	J.A. Bayona	['tt16277242', 'tt0464141', 'tt1649419', 'tt3416532']
nm1318596	Jemaine Clement	['tt0863046', 'tt3416742', 'tt1409024', 'tt3521164']
nm0169806	Taika Waititi	['tt3416742', 'tt2584384', 'tt4698684', 'tt1560139']
nm0862211	Michael Thurmeier	['tt0268380', 'tt3416828', 'tt5814534', 'tt0137523']
nm0764601	Miguel Sapochnik	['tt0944947', 'tt1053424', 'tt11198330', 'tt3420504']
nm0716257	Matt Reeves	['tt1877830', 'tt1228987', 'tt3450958', 'tt2103281']
nm0000233	Quentin Tarantino	['tt0105236', 'tt0110912', 'tt0116367', 'tt7131622']
nm0487166	Yorgos Lanthimos	['tt3464902', 'tt5715874', 'tt1379182', 'tt14230458']
nm0049633	Kyle Balda	['tt5113044', 'tt3469046', 'tt2293640', 'tt1482459']
nm1853544	Pierre Coffin	['tt1690953', 'tt2293640', 'tt1323594', 'tt3469046']
nm1134029	Garth Jennings	['tt3470600', 'tt0845046', 'tt0371724', 'tt10276792']
nm0795153	Cate Shortland	['tt1996310', 'tt0381429', 'tt3335606', 'tt3480822']
nm0000709	Robert Zemeckis	['tt0088763', 'tt0109830', 'tt0118884', 'tt1907668']
nm1834891	Maneesh Sharma	['tt1610452', 'tt3495026', 'tt18411490', 'tt0439662']
nm0751577	Anthony Russo	['tt6710474', 'tt4154756', 'tt1843866', 'tt4154796']
nm0751648	Joe Russo	['tt4154796', 'tt6710474', 'tt4154756', 'tt1843866']
nm0169806	Taika Waititi	['tt3416742', 'tt2584384', 'tt4698684', 'tt1560139']
nm0593610	Mike Mitchell	['tt0892791', 'tt0892782', 'tt3513498', 'tt0194006']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0290556	James Franco	['tt2101441', 'tt3521126', 'tt1542344', 'tt0910936']
nm0166256	Ron Clements	['tt0119282', 'tt0103639', 'tt0780521', 'tt3521164']
nm0615780	John Musker	['tt0119282', 'tt0103639', 'tt0097757', 'tt3521164']
nm0304541	Dennis Gansel	['tt1063669', 'tt0384369', 'tt1692504', 'tt3522806']
nm1349522	Jonathan Levine	['tt1306980', 'tt1082886', 'tt1588173', 'tt2139881']
nm1160962	Henry Joost	['tt1778304', 'tt7550000', 'tt1152278', 'tt3531824']
nm1413364	Ariel Schulman	['tt1778304', 'tt1584016', 'tt2498968', 'tt7550000']
nm0510731	Doug Liman	['tt1631867', 'tt0117802', 'tt0977855', 'tt3359350']
nm0138809	John Carney	['tt3544112', 'tt0907657', 'tt25471950', 'tt1980929']
nm0275629	Glenn Ficarra	['tt1045772', 'tt0239395', 'tt5555260', 'tt2381941']
nm0720135	John Requa	['tt1045772', 'tt5555260', 'tt2381941', 'tt0870154']
nm0743671	Matt Ross	['tt3553976', 'tt0144084', 'tt0119094', 'tt0338751']
nm0002700	Malcolm D. Lee	['tt14022728', 'tt3564472', 'tt0168501', 'tt2083355']
nm0796117	M. Night Shyamalan	['tt0452637', 'tt0286106', 'tt0368447', 'tt0167404']
nm0001338	Brian Helgeland	['tt7991508', 'tt3569230', 'tt0453562', 'tt0183790']
nm0000229	Steven Spielberg	['tt0108052', 'tt0083866', 'tt0120815', 'tt0082971']
nm0744834	Eli Roth	['tt1448754', 'tt4978420', 'tt0361748', 'tt0450278']
nm0270263	Brian Fee	['tt3606752', 'tt0910970', 'tt10298810', 'tt0382932']
nm0083348	Brad Bird	['tt0317705', 'tt0382932', 'tt3606756', 'tt0129167']
nm0230859	Xavier Dolan	['tt1424797', 'tt2427892', 'tt1600524', 'tt3612616']
nm1500577	Jake Schreier	['tt1990314', 'tt14403178', 'tt3622592', 'tt20969586']
nm0853238	Tate Taylor	['tt2473602', 'tt1454029', 'tt3631112', 'tt7958736']
nm0000709	Robert Zemeckis	['tt0088763', 'tt0109830', 'tt0118884', 'tt1907668']
nm0724938	Jean-François Richet	['tt1259014', 'tt0411272', 'tt0115079', 'tt5884796']
nm0000631	Ridley Scott	['tt3659388', 'tt0083658', 'tt0103074', 'tt2193215']
nm1404307	Simon Stone	['tt3922816', 'tt3661210', 'tt2322641', 'tt8089640']
nm0000229	Steven Spielberg	['tt0108052', 'tt0083866', 'tt0120815', 'tt0082971']
nm0000229	Steven Spielberg	['tt0108052', 'tt0083866', 'tt0120815', 'tt0082971']
nm0525303	Baz Luhrmann	['tt0203009', 'tt0455824', 'tt1343092', 'tt3704428']
nm0300174	Levan Gabriadze	['tt3713166', 'tt7526492', 'tt0091341', 'tt1682187']
nm0000095	Woody Allen	['tt0079522', 'tt0075686', 'tt0118954', 'tt0091167']
nm0000682	Paul Verhoeven	['tt0389557', 'tt0093870', 'tt3716530', 'tt0120201']
nm0283816	Anna Foerster	['tt3717252', 'tt3006802', 'tt0319262', 'tt1521197']
nm2410311	Dean Israelite	['tt1391559', 'tt3717490', 'tt2436386', 'tt10473306']
nm3611349	Jordan Vogt-Roberts	['tt2179116', 'tt3731562', 'tt1548018', 'tt8678318']
nm1002424	Michael Dougherty	['tt0862856', 'tt3850590', 'tt0348150', 'tt0290334']
nm0204628	Garth Davis	['tt3741834', 'tt2103085', 'tt8258502', 'tt0411095']
nm1093039	Mike Flanagan	['tt12908150', 'tt6763664', 'tt10574558', 'tt5606664']
nm2284484	Gareth Edwards	['tt1470827', 'tt3748528', 'tt0831387', 'tt11858890']
nm0572562	Greg McLean	['tt1082807', 'tt3758172', 'tt0479528', 'tt0416315']
nm0000520	Michael Mann	['tt0140352', 'tt0369339', 'tt0104691', 'tt0083190']
nm0298807	Antoine Fuqua	['tt12530246', 'tt2404435', 'tt0455944', 'tt1798684']
nm0000231	Oliver Stone	['tt0102138', 'tt0091763', 'tt0110632', 'tt0096969']
nm0637615	Gaspar Noé	['tt1191111', 'tt0290673', 'tt8359848', 'tt0157016']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm3227090	Damien Chazelle	['tt2582802', 'tt3783958', 'tt1213641', 'tt1179933']
nm1733778	Jeff Fowler	['tt3794354', 'tt0438064', 'tt12412888', 'tt9561862']
nm1479803	Vince Marcello	['tt3799232', 'tt9784456', 'tt0477140', 'tt12783454']
nm0000948	Shane Black	['tt0093773', 'tt3799694', 'tt0373469', 'tt1300854']
nm1841577	László Nemes	['tt3808342', 'tt0830981', 'tt5855772', 'tt1592210']
nm1490123	James Wan	['tt0387564', 'tt3065204', 'tt2820852', 'tt1591095']
nm0000948	Shane Black	['tt0093773', 'tt3799694', 'tt0373469', 'tt1300854']
nm2676052	Joseph Kosinski	['tt1745960', 'tt3829920', 'tt1483013', 'tt1104001']
nm0426287	Susan Johnson	['tt3846674', 'tt2989524', 'tt0377091', 'tt4587780']
nm3109770	Neeraj Pandey	['tt1280558', 'tt2377938', 'tt4169250', 'tt13899566']
nm0266622	Rick Famuyiwa	['tt3850214', 'tt8111088', 'tt6294706', 'tt0161100']
nm1002424	Michael Dougherty	['tt0862856', 'tt3850590', 'tt0348150', 'tt0290334']
nm0000318	Tim Burton	['tt0099487', 'tt1142977', 'tt0121164', 'tt0408236']
nm1203138	Kabir Khan	['tt3863552', 'tt7518786', 'tt2016894', 'tt0770214']
nm0569891	Tom McGrath	['tt0351283', 'tt0479952', 'tt1911658', 'tt1277953']
nm0337773	David Gordon Green	['tt10665338', 'tt1502407', 'tt2195548', 'tt2382396']
nm0068587	William Brent Bell	['tt11851548', 'tt3882082', 'tt1560985', 'tt0441796']
nm0942367	Edgar Wright	['tt0365748', 'tt9639470', 'tt0446029', 'tt3890160']
nm0335138	Debra Granik	['tt1399683', 'tt3892172', 'tt0363579', 'tt3263430']
nm0348181	James Gunn	['tt2015381', 'tt3896198', 'tt1333125', 'tt0439815']
nm3150455	Joel Crawford	['tt3915174', 'tt1446192', 'tt2850386', 'tt3513498']
nm0155093	Peter Chelsom	['tt3922818', 'tt0240890', 'tt1626146', 'tt0113133']
nm1757777	Dave Green	['tt2183034', 'tt3949660', 'tt0413300', 'tt0316654']
nm1676223	Akiva Schaffer	['tt3960412', 'tt0072562', 'tt1490017', 'tt1189007']
nm1672246	Jorma Taccone	['tt3960412', 'tt1490017', 'tt0787475', 'tt0072562']
nm0094435	Bong Joon Ho	['tt1706620', 'tt3967856', 'tt6751668', 'tt1216496']
nm1918140	Justin Benson	['tt3986820', 'tt3395184', 'tt9016974', 'tt1977895']
nm1823264	Aaron Moorhead	['tt3986820', 'tt3395184', 'tt9016974', 'tt1977895']
nm0001885	Lars von Trier	['tt0168629', 'tt4003440', 'tt1527186', 'tt0870984']
nm0302780	Florian Gallenberger	['tt4005402', 'tt0216131', 'tt0360960', 'tt1124377']
nm0661791	Park Chan-wook	['tt4016934', 'tt0364569', 'tt0762073', 'tt12477480']
nm0518836	Kenneth Lonergan	['tt0203230', 'tt4034228', 'tt0466893', 'tt0217505']
nm3453283	Daniel Kwan	['tt6710474', 'tt4034354', 'tt11394330', 'tt5114356']
nm3215397	Daniel Scheinert	['tt6710474', 'tt4034354', 'tt9356952', 'tt11394330']
nm0688636	Laura Poitras	['tt4044364', 'tt1522857', 'tt4425258']
nm1226871	Wes Ball	['tt11389872', 'tt4046784', 'tt4500922', 'tt1790864']
nm0011752	Maren Ade	['tt4048272', 'tt1204773', 'tt0386862', 'tt12536294']
nm1429471	Jaume Collet-Serra	['tt4052882', 'tt1401152', 'tt1148204', 'tt0397065']
nm1099918	Jeremy Saulnier	['tt11301886', 'tt4062536', 'tt2359024', 'tt5057140']
nm0391502	Hannes Holm	['tt4080728', 'tt0118554', 'tt0297234', 'tt7405458']
nm0218621	James DeMonaco	['tt2975578', 'tt4094724', 'tt6133466', 'tt2184339']
nm0003021	Chris McKay	['tt11358390', 'tt9777666', 'tt4116284', 'tt1490017']
nm0946734	David Yates	['tt0373889', 'tt1201607', 'tt0918940', 'tt0417741']
nm0946734	David Yates	['tt0373889', 'tt1201607', 'tt0918940', 'tt0417741']
nm1788310	Jenny Gage	['tt4126476', 'tt5590718', 'tt19354162', 'tt0116310']
nm0001241	Stephen Frears	['tt2431286', 'tt0094947', 'tt0301199', 'tt0436697']
nm1534595	Peter Atencio	['tt1981558', 'tt4139124', 'tt6682754', 'tt16911616']
nm0959774	Jonas Åkerlund	['tt4669296', 'tt4139588', 'tt0348255', 'tt0283003']
nm1349818	Anna Boden	['tt0468489', 'tt4154664', 'tt0990413', 'tt0804497']
nm0281396	Ryan Fleck	['tt0468489', 'tt4154664', 'tt0804497', 'tt2349144']
nm0751577	Anthony Russo	['tt6710474', 'tt4154756', 'tt1843866', 'tt4154796']
nm0751648	Joe Russo	['tt4154796', 'tt6710474', 'tt4154756', 'tt1843866']
nm0751577	Anthony Russo	['tt6710474', 'tt4154756', 'tt1843866', 'tt4154796']
nm0751648	Joe Russo	['tt4154796', 'tt6710474', 'tt4154756', 'tt1843866']
nm1296554	Ben Wheatley	['tt4158096', 'tt1788391', 'tt2023690', 'tt13429362']
nm1793079	Fede Alvarez	['tt18412256', 'tt4160708', 'tt1288558', 'tt5177088']
nm14112827	Mathur Goswami	['tt4169250']
nm3109770	Neeraj Pandey	['tt1280558', 'tt2377938', 'tt4169250', 'tt13899566']
nm0000881	Michael Bay	['tt0120591', 'tt1055369', 'tt2109248', 'tt0418279']
nm1177494	David Wnendt	['tt4176826', 'tt1890373', 'tt13273800', 'tt2524674']
nm0249291	Joel Edgerton	['tt4178092', 'tt7008872', 'tt7984766', 'tt1343092']
nm1193346	Sean Ellis	['tt1845838', 'tt4190530']
nm0339030	Paul Greengrass	['tt0475276', 'tt0280491', 'tt6878306', 'tt7280898']
nm0815070	Aaron Sorkin	['tt0200276', 'tt0104257', 'tt1070874', 'tt4209788']
nm2588606	Steve McQueen	['tt2024544', 'tt1723811', 'tt0986233', 'tt4218572']
nm0629334	McG	['tt0305357', 'tt0438488', 'tt11024272', 'tt0160127']
nm0771923	Sebastian Schipper	['tt4226388', 'tt7303530', 'tt0116209', 'tt4048272']
nm0000631	Ridley Scott	['tt3659388', 'tt0083658', 'tt0103074', 'tt2193215']
nm0400436	Albert Hughes	['tt1037705', 'tt0107554', 'tt0120681', 'tt4244998']
nm3211470	Robert Eggers	['tt7984734', 'tt4263482', 'tt11138512', 'tt1330057']
nm2105585	Tobias Lindholm	['tt10288566', 'tt2106476', 'tt2216240', 'tt3830162']
nm0359387	John Lee Hancock	['tt0878804', 'tt2140373', 'tt1860242', 'tt10016180']
nm2093171	Damien Leone	['tt4281724', 'tt10403420', 'tt2018130', 'tt3295482']
nm1242054	James Ponsoldt	['tt1714206', 'tt4287320', 'tt3416744', 'tt2063781']
nm1325899	Travis Knight	['tt4302938', 'tt1623288', 'tt6348138', 'tt0787474']
nm0026442	Brad Anderson	['tt0261983', 'tt0800241', 'tt0361862', 'tt1772264']
nm1093039	Mike Flanagan	['tt12908150', 'tt6763664', 'tt10574558', 'tt5606664']
nm2436566	Tyler Nilson	['tt4364194', 'tt15744108', 'tt3333018', 'tt2024432']
nm1916835	Michael Schwartz	['tt4364194', 'tt15744108', 'tt3333018', 'tt3980746']
nm0590122	Mike Mills	['tt1532503', 'tt4385888', 'tt10986222', 'tt0318761']
nm1329166	Raja Menon	['tt4387040', 'tt1202517', 'tt0354405', 'tt5745450']
nm0821432	Chad Stahelski	['tt10366206', 'tt10838180', 'tt2911666', 'tt0234215']
nm1723225	Nishikant Kamat	['tt0833444', 'tt4430212', 'tt1266583', 'tt1166809']
nm0831557	Nicholas Stoller	['tt1204342', 'tt4624424', 'tt17720272', 'tt2281587']
nm1103162	Tim Story	['tt0120667', 'tt1621045', 'tt0303714', 'tt0316732']
nm0001226	James Foley	['tt0090670', 'tt0098994', 'tt0104348', 'tt1856010']
nm1653753	Paul King	['tt6166392', 'tt1109624', 'tt4468740', 'tt0416394']
nm0001226	James Foley	['tt0090670', 'tt0098994', 'tt0104348', 'tt1856010']
nm1989536	Marc Webb	['tt1022603', 'tt4481414', 'tt4094300', 'tt0948470']
nm0088955	Neill Blomkamp	['tt1136608', 'tt1535108', 'tt1823672', 'tt13392012']
nm1226871	Wes Ball	['tt11389872', 'tt4046784', 'tt4500922', 'tt1790864']
nm0357453	John Hamburg	['tt0970866', 'tt4501244', 'tt1155056', 'tt14309446']
nm0000095	Woody Allen	['tt0079522', 'tt0075686', 'tt0118954', 'tt0091167']
nm0718646	Jason Reitman	['tt1193138', 'tt0427944', 'tt0467406', 'tt1967545']
nm0118333	Chris Buck	['tt2294629', 'tt0423294', 'tt4520988', 'tt11304740']
nm1601644	Jennifer Lee	['tt2294629', 'tt4520988', 'tt1772341', 'tt2948356']
nm1170339	Julius Avery	['tt4530422', 'tt2452200', 'tt1232785', 'tt2366035']
nm1163264	Otto Bathurst	['tt4532826', 'tt2442560', 'tt2085059', 'tt1188927']
nm0006960	John Madden	['tt0138097', 'tt1412386', 'tt0377107', 'tt2555736']
nm1142073	Colm McCarthy	['tt4547056', 'tt2085059', 'tt0378311', 'tt1396219']
nm1053530	Tom Ford	['tt1315981', 'tt4550098', 'tt0830515', 'tt0196229']
nm0942504	Joe Wright	['tt0414387', 'tt0783233', 'tt4555426', 'tt0993842']
nm0000916	Peter Berg	['tt0108724', 'tt0124198', 'tt0110308', 'tt1091191']
nm0138927	Niki Caro	['tt0298228', 'tt1730768', 'tt2097298', 'tt0395972']
nm0000916	Peter Berg	['tt0108724', 'tt0124198', 'tt0110308', 'tt1091191']
nm0286975	Marc Forster	['tt0816711', 'tt0308644', 'tt0419887', 'tt0285742']
nm0849747	Emma Tammi	['tt4589218', 'tt8426594', 'tt30274401', 'tt11307440']
nm0054954	Mike Barker	['tt5834204', 'tt2802850', 'tt2249364', 'tt0133412']
nm1716636	Marielle Heller	['tt3172532', 'tt3224458', 'tt4595882', 'tt12810074']
nm0020491	Elizabeth Allen Rosenbaum	['tt8064302', 'tt4614584', 'tt5368542', 'tt0429591']
nm0206760	Jonathan Dayton	['tt0449059', 'tt1839492', 'tt4622512', 'tt28928923']
nm0267512	Valerie Faris	['tt0449059', 'tt1839492', 'tt4622512', 'tt11527058']
nm0831557	Nicholas Stoller	['tt1204342', 'tt4624424', 'tt17720272', 'tt2281587']
nm0842339	Doug Sweetland	['tt4624424', 'tt0266543', 'tt0198781', 'tt0120363']
nm0336620	F. Gary Gray	['tt0117603', 'tt0317740', 'tt0120768', 'tt0113118']
nm0006846	Ric Roman Waugh	['tt4633690', 'tt6189022', 'tt7737786', 'tt5761544']
nm2130108	Bob Persichetti	['tt4633694', 'tt9362722', 'tt1754656', 'tt3915174']
nm0709056	Peter Ramsey	['tt4633694', 'tt1446192', 'tt0181689', 'tt0113855']
nm0745247	Rodney Rothman	['tt4633694', 'tt9362722', 'tt0800039', 'tt2294449']
nm0891216	Matthew Vaughn	['tt1250777', 'tt1270798', 'tt2802144', 'tt0375912']
nm0524190	Jon Lucas	['tt1711425', 'tt6359956', 'tt1119646', 'tt9354944']
nm0601859	Scott Moore	['tt1119646', 'tt4651520', 'tt1711425', 'tt1488555']
nm1443023	Nacho Vigalondo	['tt0480669', 'tt4680182', 'tt1680133', 'tt0406501']
nm1837748	Josh Boone	['tt2582846', 'tt4682266', 'tt1831804']
nm0291205	David Frankel	['tt0458352', 'tt1196956', 'tt0185906', 'tt0096566']
nm0406334	Armando Iannucci	['tt4686844', 'tt1226774', 'tt1759761', 'tt0459159']
nm0622112	Vincenzo Natali	['tt0123755', 'tt4687108', 'tt0284978', 'tt1017460']
nm4099092	Trey Edward Shults	['tt8652728', 'tt4695012', 'tt4266638', 'tt3091288']
nm0169806	Taika Waititi	['tt3416742', 'tt2584384', 'tt4698684', 'tt1560139']
nm1325899	Travis Knight	['tt4302938', 'tt1623288', 'tt6348138', 'tt0787474']
nm0655053	Sergio Pablos	['tt4729430', 'tt1323594', 'tt1436562', 'tt0133240']
nm0893659	Gore Verbinski	['tt1192628', 'tt0325980', 'tt4731136', 'tt1210819']
nm2391575	David Michôd	['tt7984766', 'tt1313092', 'tt2345737', 'tt4758646']
nm0531817	Kevin Macdonald	['tt0455590', 'tt1894476', 'tt4761112', 'tt0473705']
nm2586324	Trish Sie	['tt4765284', 'tt2626350', 'tt10888708']
nm0109359	Steven Brill	['tt9036126', 'tt0110006', 'tt0104868', 'tt0185431']
nm0313623	Terry George	['tt0395169', 'tt0107207', 'tt0117690', 'tt4776998']
nm1461392	Joachim Rønning	['tt1790809', 'tt1613750', 'tt4777008', 'tt1029235']
nm0005509	Jon Turteltaub	['tt0106611', 'tt0114924', 'tt0117333', 'tt0368891']
nm2495732	Daniel Ragussis	['tt4781612', 'tt1258199']
nm2497546	David F. Sandberg	['tt0448115', 'tt4786282', 'tt5140878', 'tt0932674']
nm3622659	Lucia Aniello	['tt11815682', 'tt4799050', 'tt2578560', 'tt8690518']
nm1804614	Ali Abbas Zafar	['tt4832640', 'tt5956100', 'tt7721800', 'tt27501039']
nm1509478	Benny Safdie	['tt4846232', 'tt5727208', 'tt15398776', 'tt1426362']
nm1343394	Josh Safdie	['tt5727208', 'tt4846232', 'tt1189259', 'tt1426362']
