nconst	primaryName	knownForTitles
nm0001469	Barry Levinson	['tt0095953', 'tt0101516', 'tt0120885', 'tt1933667']
nm0268380	Peter Farrelly	['tt6966692', 'tt0129387', 'tt0109686', 'tt1333125']
nm0000318	Tim Burton	['tt0099487', 'tt1142977', 'tt0121164', 'tt0408236']
nm0505152	Brian Levant	['tt0088616', 'tt0109813', 'tt0116705', 'tt0368578']
nm0000709	Robert Zemeckis	['tt0088763', 'tt0109830', 'tt0118884', 'tt1907668']
nm0001565	Mike Newell	['tt0109831', 'tt0330373', 'tt0119008', 'tt0104522']
nm0000110	Kenneth Branagh	['tt0097499', 'tt0116477', 'tt0107616', 'tt3402236']
nm0001392	Peter Jackson	['tt0120737', 'tt0092610', 'tt0167260', 'tt0167261']
nm0001054	Joel Coen	['tt6412452', 'tt10095582', 'tt2042568', 'tt1019452']
nm0001403	Neil Jordan	['tt0104036', 'tt2639336', 'tt0411195', 'tt0117039']
nm0718645	Ivan Reitman	['tt1193138', 'tt0087332', 'tt0082509', 'tt0105477']
nm0001880	Edward Zwick	['tt0092492', 'tt0325710', 'tt0138097', 'tt0115956']
nm0021249	Roger Allers	['tt0110357', 'tt0101414', 'tt0097757', 'tt0103639']
nm0591450	Rob Minkoff	['tt0110357', 'tt0243585', 'tt0865556', 'tt0338094']
nm0790715	Penelope Spheeris	['tt0086589', 'tt0110366', 'tt0106400', 'tt0138393']
nm0000788	Gillian Armstrong	['tt0079596', 'tt0117206', 'tt0110367', 'tt0245046']
nm0000108	Luc Besson	['tt0119116', 'tt0110413', 'tt2872732', 'tt0100263']
nm0751080	Chuck Russell	['tt0277296', 'tt0093629', 'tt0110475', 'tt0116213']
nm0001149	Richard Donner	['tt0078346', 'tt0089457', 'tt0839995', 'tt0093409']
nm0781842	Peter Segal	['tt0110622', 'tt0425061', 'tt2126357', 'tt8242084']
nm0000231	Oliver Stone	['tt0102138', 'tt0091763', 'tt0110632', 'tt0096969']
nm0000233	Quentin Tarantino	['tt0105236', 'tt0110912', 'tt0116367', 'tt7131622']
nm0000602	Robert Redford	['tt0087781', 'tt0081283', 'tt0064115', 'tt0074119']
nm0001774	Ben Stiller	['tt0196229', 'tt0942385', 'tt1608290', 'tt0359950']
nm0677953	Donald Petrie	['tt0251127', 'tt0212346', 'tt0107050', 'tt0095690']
nm0000436	Curtis Hanson	['tt0119488', 'tt0388125', 'tt0104389', 'tt0298203']
nm0664756	John Pasquin	['tt0111070', 'tt0385307', 'tt0101120', 'tt0119432']
nm0000965	Danny Boyle	['tt1542344', 'tt0289043', 'tt0111149', 'tt1010048']
nm0001104	Frank Darabont	['tt0120689', 'tt0111161', 'tt0884328', 'tt1520211']
nm0515891	Luis Llosa	['tt0118615', 'tt0111255', 'tt17054432', 'tt0094918']
nm0000957	Jan de Bont	['tt0111257', 'tt0171363', 'tt0181689', 'tt0117998']
nm0141222	David Carson	['tt0111280', 'tt1842329', 'tt0120570', 'tt1844080']
nm0000386	Roland Emmerich	['tt0116629', 'tt0120685', 'tt0319262', 'tt1628841']
nm0211823	Steven E. de Souza	['tt0095016', 'tt0083511', 'tt0088944', 'tt0325703']
nm0001382	Peter Hyams	['tt0086837', 'tt0082869', 'tt0111438', 'tt0120004']
nm0001425	Krzysztof Kieslowski	['tt0108394', 'tt0101765', 'tt0111495', 'tt0095467']
nm0000116	James Cameron	['tt0499549', 'tt1630029', 'tt0090605', 'tt0120338']
nm0001425	Krzysztof Kieslowski	['tt0108394', 'tt0101765', 'tt0111495', 'tt0095467']
nm0000127	Wes Craven	['tt0087800', 'tt0117571', 'tt0111686', 'tt0105121']
nm0001566	Mike Nichols	['tt0061722', 'tt0376541', 'tt0061184', 'tt0115685']
nm0001410	Lawrence Kasdan	['tt0085244', 'tt0111756', 'tt0090022', 'tt0082971']
nm0644203	Steve Oedekerk	['tt0240468', 'tt0315327', 'tt0414853', 'tt0112281']
nm0001661	Rob Reiner	['tt0066626', 'tt0088258', 'tt0993846', 'tt0160916']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm0001149	Richard Donner	['tt0078346', 'tt0089457', 'tt0839995', 'tt0093409']
nm0003088	Chris Noonan	['tt0112431', 'tt0081559', 'tt0482546', 'tt0140770']
nm0000881	Michael Bay	['tt0120591', 'tt1055369', 'tt2109248', 'tt0418279']
nm0436284	Scott Kalvert	['tt0112461', 'tt0231448', 'tt1477180']
nm0001708	Joel Schumacher	['tt0293508', 'tt0118688', 'tt0134273', 'tt0183649']
nm0000500	Richard Linklater	['tt0243017', 'tt2209418', 'tt0102943', 'tt1065073']
nm0205542	Tamra Davis	['tt0492951', 'tt3975918', 'tt0112508', 'tt8064302']
nm0000154	Mel Gibson	['tt0112573', 'tt0118883', 'tt0104714', 'tt0117438']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0000217	Martin Scorsese	['tt5537002', 'tt0075314', 'tt0070379', 'tt0099685']
nm0797869	Brad Silberling	['tt0120632', 'tt0339291', 'tt0179098', 'tt0112642']
nm0001988	Marc Caro	['tt0101700', 'tt0112682', 'tt0118583', 'tt0487928']
nm0000466	Jean-Pierre Jeunet	['tt0344510', 'tt0211915', 'tt0101700', 'tt0112682']
nm0002132	Amy Heckerling	['tt0115137', 'tt0083929', 'tt0097778', 'tt3973820']
nm0000750	Jon Amiel	['tt0112722', 'tt0298814', 'tt0137494', 'tt0100822']
nm0001716	Tony Scott	['tt0421054', 'tt0477080', 'tt0092099', 'tt0108399']
nm0808807	John N. Smith	['tt0091959', 'tt0226380', 'tt0106473', 'tt0094173']
nm0000464	Jim Jarmusch	['tt1714915', 'tt0412019', 'tt0088184', 'tt5247022']
nm0000209	Tim Robbins	['tt0327056', 'tt0105151', 'tt0091225', 'tt0112818']
nm0001675	Robert Rodriguez	['tt0104815', 'tt0458481', 'tt0424774', 'tt0462322']
nm0001532	John McTiernan	['tt0095016', 'tt0246894', 'tt0107362', 'tt0093773']
nm0159147	Aditya Chopra	['tt0112870', 'tt0213890', 'tt1182937', 'tt12844910']
nm0505230	Jeremy Leven	['tt0112883', 'tt0433035', 'tt0332280', 'tt0146984']
nm0939182	Kar-Wai Wong	['tt1462900', 'tt0118694', 'tt0212712', 'tt0109424']
nm0610496	Allan Moyle	['tt0100436', 'tt0213121', 'tt0112950', 'tt0078183']
nm0958387	Jerry Zucker	['tt0080339', 'tt0099653', 'tt0088286', 'tt0083466']
nm0025978	Allison Anders	['tt0104321', 'tt0113101', 'tt0173390', 'tt0245501']
nm0734319	Alexandre Rockwell	['tt11685322', 'tt0104503', 'tt0113101', 'tt3120916']
nm0001675	Robert Rodriguez	['tt0104815', 'tt0458481', 'tt0424774', 'tt0462322']
nm0000233	Quentin Tarantino	['tt0105236', 'tt0110912', 'tt0116367', 'tt7131622']
nm0001410	Lawrence Kasdan	['tt0085244', 'tt0111756', 'tt0090022', 'tt0082971']
nm0336620	F. Gary Gray	['tt0117603', 'tt0317740', 'tt0120768', 'tt0113118']
nm0001756	Barry Sonnenfeld	['tt0119654', 'tt0120891', 'tt1409024', 'tt0106220']
nm0132709	Martin Campbell	['tt0381061', 'tt0190865', 'tt0113189', 'tt0120746']
nm0510674	Kevin Lima	['tt0461770', 'tt0113198', 'tt0103639', 'tt0120855']
nm0812200	Iain Softley	['tt0106339', 'tt0397101', 'tt0113243', 'tt0272152']
nm0440913	Mathieu Kassovitz	['tt0211915', 'tt0113247', 'tt0119116', 'tt0228786']
nm0000520	Michael Mann	['tt0140352', 'tt0369339', 'tt0104691', 'tt0083190']
nm0000118	John Carpenter	['tt0080749', 'tt0077651', 'tt0069945', 'tt0082340']
nm0519434	Robert Longo	['tt0113481', 'tt0094674', 'tt0096708', 'tt0475130']
nm0134176	Danny Cannon	['tt0247082', 'tt0113492', 'tt3749900', 'tt1319636']
nm0002653	Joe Johnston	['tt0458339', 'tt0102803', 'tt0082971', 'tt0132477']
nm0164187	Larry Clark	['tt0242193', 'tt0113540', 'tt0209077', 'tt2176690']
nm0651900	Mamoru Oshii	['tt0113568', 'tt0347246', 'tt0267287', 'tt0124770']
nm0001214	Mike Figgis	['tt0113627', 'tt0096180', 'tt0220100', 'tt2265565']
nm0003620	Kevin Smith	['tt0109445', 'tt0118842', 'tt0424345', 'tt0120655']
nm0464911	Yoshifumi Kondô	['tt0119698', 'tt0113824', 'tt0102587', 'tt0095327']
nm0027271	Paul W.S. Anderson	['tt0318627', 'tt0119081', 'tt1509767', 'tt0452608']
nm0005563	Irwin Winkler	['tt0264796', 'tt3076658', 'tt0099685', 'tt0075148']
nm0000583	Wolfgang Petersen	['tt0082096', 'tt0089092', 'tt0088323', 'tt0114069']
nm0300265	Mike Gabriel	['tt0100477', 'tt0114148', 'tt0095776', 'tt0412936']
nm0325196	Eric Goldberg	['tt0318155', 'tt0120910', 'tt0780521', 'tt0114148']
nm0000600	Sam Raimi	['tt0145487', 'tt0083907', 'tt0106308', 'tt0099365']
nm0000399	David Fincher	['tt0114369', 'tt0443706', 'tt2267998', 'tt1285016']
nm0000487	Ang Lee	['tt0190332', 'tt0107156', 'tt0454876', 'tt0808357']
nm0000682	Paul Verhoeven	['tt0389557', 'tt0093870', 'tt3716530', 'tt0120201']
nm0002044	Roger Donaldson	['tt0412080', 'tt0093640', 'tt0114508', 'tt0086993']
nm0000941	Kathryn Bigelow	['tt0887912', 'tt1790885', 'tt0093605', 'tt0114558']
nm0001814	Gus Van Sant	['tt0363589', 'tt0842929', 'tt0097240', 'tt0102494']
nm0781842	Peter Segal	['tt0110622', 'tt0425061', 'tt2126357', 'tt8242084']
nm0005124	John Lasseter	['tt0120363', 'tt0120623', 'tt0317219', 'tt0114709']
nm0000416	Terry Gilliam	['tt0088846', 'tt0071853', 'tt1054606', 'tt0081633']
nm0614276	Geoff Murphy	['tt0089869', 'tt0118928', 'tt0114781', 'tt0120737']
nm0001437	Emir Kusturica	['tt0106307', 'tt0114787', 'tt0118843', 'tt0097223']
nm0001741	Bryan Singer	['tt0120903', 'tt0114814', 'tt0348150', 'tt1877832']
nm0721817	Kevin Reynolds	['tt0114898', 'tt0102798', 'tt0245844', 'tt3231054']
nm0005509	Jon Turteltaub	['tt0106611', 'tt0114924', 'tt0117333', 'tt0368891']
nm0378893	Stephen Herek	['tt0090887', 'tt0096928', 'tt0113862', 'tt0108333']
nm1070945	Geoffrey Johnson	['tt0115641', 'tt14145426', 'tt0105950', 'tt1747438']
nm0431918	Mike Judge	['tt0115641', 'tt0118375', 'tt0151804', 'tt0105950']
nm0221133	Mike de Seve	['tt0115641', 'tt0892782', 'tt0327084', 'tt0307453']
nm1301264	Brian Mulroney	['tt0115641', 'tt0280123', 'tt23862276', 'tt0122353']
nm0001566	Mike Nichols	['tt0061722', 'tt0376541', 'tt0061184', 'tt0115685']
nm0027572	Wes Anderson	['tt0432283', 'tt0265666', 'tt8847712', 'tt5104604']
nm0905154	Lana Wachowski	['tt0133093', 'tt0115736', 'tt1371111', 'tt1617661']
nm0905152	Lilly Wachowski	['tt0133093', 'tt0115736', 'tt1371111', 'tt1617661']
nm0001885	Lars von Trier	['tt0168629', 'tt4003440', 'tt1527186', 'tt0870984']
nm0000247	John Woo	['tt0092263', 'tt0425637', 'tt0104684', 'tt0097202']
nm0001774	Ben Stiller	['tt0196229', 'tt0942385', 'tt1608290', 'tt0359950']
nm0001112	Andrew Davis	['tt0106977', 'tt0311289', 'tt0105690', 'tt0406816']
nm0001880	Edward Zwick	['tt0092492', 'tt0325710', 'tt0138097', 'tt0115956']
nm0281598	Andrew Fleming	['tt0115963', 'tt2355495', 'tt1104733', 'tt5460880']
nm0000343	David Cronenberg	['tt0091064', 'tt0094964', 'tt0120907', 'tt0115964']
nm0003418	Rob Cohen	['tt0116136', 'tt0382992', 'tt0106770', 'tt0093894']
nm0054077	Paris Barclay	['tt0106079', 'tt0368479', 'tt0835434', 'tt1124373']
nm0003418	Rob Cohen	['tt0116136', 'tt0382992', 'tt0106770', 'tt0093894']
nm0005237	Anthony Minghella	['tt0134119', 'tt0159365', 'tt0116209', 'tt0103129']
nm0751080	Chuck Russell	['tt0277296', 'tt0093629', 'tt0110475', 'tt0116213']
nm0000118	John Carpenter	['tt0080749', 'tt0077651', 'tt0069945', 'tt0082340']
nm0877078	Yavuz Turgul	['tt0116231', 'tt1668191', 'tt0184756', 'tt0425079']
nm0000829	Stuart Baird	['tt1074638', 'tt0381061', 'tt0078346', 'tt0253754']
nm0001716	Tony Scott	['tt0421054', 'tt0477080', 'tt0092099', 'tt0108399']
nm0001054	Joel Coen	['tt6412452', 'tt10095582', 'tt2042568', 'tt1019452']
nm0001226	James Foley	['tt0090670', 'tt0098994', 'tt0104348', 'tt1856010']
nm0933505	Hugh Wilson	['tt0124298', 'tt0092354', 'tt0077097', 'tt0087928']
nm0001392	Peter Jackson	['tt0120737', 'tt0092610', 'tt0167260', 'tt0167261']
nm0001675	Robert Rodriguez	['tt0104815', 'tt0458481', 'tt0424774', 'tt0462322']
nm0394280	Stephen Hopkins	['tt0120738', 'tt0097981', 'tt0100403', 'tt0352520']
nm0240797	Dennis Dugan	['tt0116483', 'tt0960144', 'tt0142342', 'tt0077070']
nm0873779	Gary Trousdale	['tt0116583', 'tt0101414', 'tt0230011', 'tt0095776']
nm0936374	Kirk Wise	['tt0101414', 'tt0245429', 'tt0116583', 'tt0230011']
nm0000386	Roland Emmerich	['tt0116629', 'tt0120685', 'tt0319262', 'tt1628841']
nm0000338	Francis Ford Coppola	['tt0078788', 'tt0071360', 'tt0071562', 'tt0068646']
nm0783139	Henry Selick	['tt0327597', 'tt0116683', 'tt0107688', 'tt5181830']
nm0001081	Cameron Crowe	['tt0181875', 'tt0116695', 'tt0259711', 'tt0105415']
nm0505152	Brian Levant	['tt0088616', 'tt0109813', 'tt0116705', 'tt0368578']
nm0125803	Bobby Farrelly	['tt0129387', 'tt0181739', 'tt15339570', 'tt0183505']
nm0268380	Peter Farrelly	['tt6966692', 'tt0129387', 'tt0109686', 'tt1333125']
nm0001353	Walter Hill	['tt0083511', 'tt0090605', 'tt0103644', 'tt0088194']
nm0001317	Renny Harlin	['tt0132245', 'tt1905040', 'tt0106582', 'tt0112760']
nm0000186	David Lynch	['tt0098936', 'tt0460829', 'tt0105665', 'tt0166924']
nm0000318	Tim Burton	['tt0099487', 'tt1142977', 'tt0121164', 'tt0408236']
nm0000362	Danny DeVito	['tt0117008', 'tt0098621', 'tt0103776', 'tt0091877']
nm0000361	Brian De Palma	['tt0086984', 'tt0080661', 'tt0099165', 'tt0074285']
nm0001723	Tom Shadyac	['tt0117218', 'tt0259288', 'tt1741225', 'tt0109040']
nm0001232	Milos Forman	['tt0073486', 'tt0086879', 'tt0117318', 'tt0079261']
nm0005509	Jon Turteltaub	['tt0106611', 'tt0114924', 'tt0117333', 'tt0368891']
nm0387706	Gregory Hoblit	['tt0081873', 'tt0186151', 'tt0106079', 'tt0117381']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm0000881	Michael Bay	['tt0120591', 'tt1055369', 'tt2109248', 'tt0418279']
nm0525303	Baz Luhrmann	['tt0203009', 'tt0455824', 'tt1343092', 'tt3704428']
nm0000127	Wes Craven	['tt0087800', 'tt0117571', 'tt0111686', 'tt0105121']
nm0382956	Scott Hicks	['tt0117631', 'tt0098275', 'tt0120834', 'tt1327194']
nm0001469	Barry Levinson	['tt0095953', 'tt0101516', 'tt0120885', 'tt1933667']
nm0000671	Billy Bob Thornton	['tt0117666', 'tt0120324', 'tt0243133', 'tt0285742']
nm0701592	Joe Pytka	['tt14513574', 'tt0117705', 'tt13602104', 'tt0097731']
nm0000408	Jonathan Frakes	['tt0117731', 'tt0120844', 'tt0111280', 'tt0253754']
nm0510731	Doug Liman	['tt1631867', 'tt0117802', 'tt0977855', 'tt3359350']
nm0000158	Tom Hanks	['tt0162222', 'tt0094737', 'tt0109830', 'tt0107818']
nm0001708	Joel Schumacher	['tt0293508', 'tt0118688', 'tt0134273', 'tt0183649']
nm0005421	Ron Shelton	['tt0094812', 'tt0329717', 'tt0117918', 'tt0105812']
nm0000965	Danny Boyle	['tt1542344', 'tt0289043', 'tt0111149', 'tt1010048']
nm0000957	Jan de Bont	['tt0111257', 'tt0171363', 'tt0181689', 'tt0117998']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0000583	Wolfgang Petersen	['tt0082096', 'tt0089092', 'tt0088323', 'tt0114069']
nm0000466	Jean-Pierre Jeunet	['tt0344510', 'tt0211915', 'tt0101700', 'tt0112682']
nm0000229	Steven Spielberg	['tt0108052', 'tt0083866', 'tt0120815', 'tt0082971']
nm0515891	Luis Llosa	['tt0118615', 'tt0111255', 'tt17054432', 'tt0094918']
nm0089940	Don Bluth	['tt0118617', 'tt0084649', 'tt0096787', 'tt0120913']
nm0325776	Gary Goldman	['tt0118617', 'tt0096787', 'tt0120913', 'tt0084649']
nm0005366	Jay Roach	['tt3203606', 'tt6394270', 'tt0118655', 'tt0109303']
nm0001708	Joel Schumacher	['tt0293508', 'tt0118688', 'tt0134273', 'tt0183649']
nm0809321	Mel Smith	['tt0093779', 'tt0089670', 'tt0088475', 'tt0080253']
nm0939182	Kar-Wai Wong	['tt1462900', 'tt0118694', 'tt0212712', 'tt0109424']
nm0001054	Joel Coen	['tt6412452', 'tt10095582', 'tt2042568', 'tt1019452']
nm0000759	Paul Thomas Anderson	['tt0272338', 'tt0118749', 'tt0469494', 'tt11271038']
nm0609236	Jonathan Mostow	['tt0181852', 'tt0118771', 'tt0141926', 'tt0986263']
nm0001252	Vincent Gallo	['tt0118789', 'tt0330099', 'tt0106307', 'tt1561768']
nm0000905	Roberto Benigni	['tt0118799', 'tt0419198', 'tt0090967', 'tt0102164']
nm0003620	Kevin Smith	['tt0109445', 'tt0118842', 'tt0424345', 'tt0120655']
nm0001437	Emir Kusturica	['tt0106307', 'tt0114787', 'tt0118843', 'tt0097223']
nm0006498	Majid Majidi	['tt0118849', 'tt0233841', 'tt11767722', 'tt0191043']
nm0922346	Simon West	['tt0146316', 'tt0144214', 'tt0118880', 'tt2231253']
nm0001149	Richard Donner	['tt0078346', 'tt0089457', 'tt0839995', 'tt0093409']
nm0000709	Robert Zemeckis	['tt0088763', 'tt0109830', 'tt0118884', 'tt1907668']
nm0003506	James Mangold	['tt3315342', 'tt1950186', 'tt0358273', 'tt1462764']
nm0002044	Roger Donaldson	['tt0412080', 'tt0093640', 'tt0114508', 'tt0086993']
nm0001639	Alex Proyas	['tt0118929', 'tt0343818', 'tt0448011', 'tt0109506']
nm0000431	Taylor Hackford	['tt0350258', 'tt0106469', 'tt0109642', 'tt0084434']
nm0001587	Alan J. Pakula	['tt0084707', 'tt0074119', 'tt0100404', 'tt0056592']
nm0858525	Betty Thomas	['tt0159879', 'tt0191754', 'tt0455967', 'tt0098519']
nm0001565	Mike Newell	['tt0109831', 'tt0330373', 'tt0119008', 'tt0104522']
nm0848414	Lee Tamahori	['tt0110729', 'tt0119051', 'tt0435705', 'tt0329774']
nm0027271	Paul W.S. Anderson	['tt0318627', 'tt0119081', 'tt1509767', 'tt0452608']
nm0000247	John Woo	['tt0092263', 'tt0425637', 'tt0104684', 'tt0097202']
nm0387706	Gregory Hoblit	['tt0081873', 'tt0186151', 'tt0106079', 'tt0117381']
nm0000108	Luc Besson	['tt0119116', 'tt0110413', 'tt2872732', 'tt0100263']
nm0562645	Les Mayfield	['tt0181316', 'tt0399327', 'tt0104187', 'tt0119137']
nm0146341	Peter Cattaneo	['tt0119164', 'tt0420835', 'tt1031969', 'tt8951692']
nm0359734	Michael Haneke	['tt0387898', 'tt1149362', 'tt1602620', 'tt0119167']
nm0000631	Ridley Scott	['tt3659388', 'tt0083658', 'tt0103074', 'tt2193215']
nm0000399	David Fincher	['tt0114369', 'tt0443706', 'tt2267998', 'tt1285016']
nm0629272	Andrew Niccol	['tt0119177', 'tt0120382', 'tt1637688', 'tt1517260']
nm0918873	Sam Weisman	['tt0119190', 'tt0101055', 'tt0109520', 'tt0078841']
nm0001814	Gus Van Sant	['tt0363589', 'tt0842929', 'tt0097240', 'tt0102494']
nm0190859	Alfonso Cuarón	['tt1454468', 'tt0206634', 'tt0245574', 'tt6155172']
nm0000786	George Armitage	['tt0119229', 'tt0065760', 'tt0075393', 'tt0100143']
nm0000759	Paul Thomas Anderson	['tt0272338', 'tt0118749', 'tt0469494', 'tt11271038']
nm0166256	Ron Clements	['tt0119282', 'tt0103639', 'tt0780521', 'tt3521164']
nm0615780	John Musker	['tt0119282', 'tt0103639', 'tt0097757', 'tt3521164']
nm0331532	Raja Gosnell	['tt0208003', 'tt0151738', 'tt1014775', 'tt0267913']
nm0318947	Jim Gillespie	['tt0119345', 'tt0160184', 'tt0239078', 'tt2782844']
nm0000487	Ang Lee	['tt0190332', 'tt0107156', 'tt0454876', 'tt0808357']
nm0001994	Michael Caton-Jones	['tt0100133', 'tt0430912', 'tt0269095', 'tt0119395']
nm0000233	Quentin Tarantino	['tt0105236', 'tt0110912', 'tt0116367', 'tt7131622']
nm0001219	Gary Fleder	['tt0114660', 'tt0160399', 'tt0313542', 'tt0119468']
nm0000436	Curtis Hanson	['tt0119488', 'tt0388125', 'tt0104389', 'tt0298203']
nm0001723	Tom Shadyac	['tt0117218', 'tt0259288', 'tt1741225', 'tt0109040']
nm0001490	Adrian Lyne	['tt0099871', 'tt0085549', 'tt0107211', 'tt0093010']
nm0000229	Steven Spielberg	['tt0108052', 'tt0083866', 'tt0120815', 'tt0082971']
nm0000976	Martin Brest	['tt0105323', 'tt0095631', 'tt0086960', 'tt0119643']
nm0001756	Barry Sonnenfeld	['tt0119654', 'tt0120891', 'tt1409024', 'tt0106220']
nm0868219	Guillermo del Toro	['tt0457430', 'tt0167190', 'tt1488589', 'tt5580390']
nm0594503	Hayao Miyazaki	['tt0245429', 'tt0096283', 'tt0347149', 'tt0119698']
nm0502954	John R. Leonetti	['tt3322940', 'tt1457767', 'tt2226417', 'tt0119707']
nm0893659	Gore Verbinski	['tt1192628', 'tt0325980', 'tt4731136', 'tt1210819']
nm0389591	P.J. Hogan	['tt0110598', 'tt2910904', 'tt0316396', 'tt0119738']
nm0644203	Steve Oedekerk	['tt0240468', 'tt0315327', 'tt0414853', 'tt0112281']
nm0000985	James L. Brooks	['tt0092699', 'tt0119822', 'tt0086425', 'tt0371246']
nm0001460	Mimi Leder	['tt7203552', 'tt4669788', 'tt0120647', 'tt0119874']
nm0000126	Kevin Costner	['tt0119925', 'tt0099348', 'tt0102798', 'tt0103855']
nm0000338	Francis Ford Coppola	['tt0078788', 'tt0071360', 'tt0071562', 'tt0068646']
nm0592400	David Mirkin	['tt0096697', 'tt0098802', 'tt0125022', 'tt0120032']
nm0637518	Phillip Noyce	['tt0252444', 'tt0258068', 'tt0435651', 'tt0108162']
nm0000127	Wes Craven	['tt0087800', 'tt0117571', 'tt0111686', 'tt0105121']
nm0000269	Jean-Jacques Annaud	['tt0091605', 'tt0215750', 'tt2909116', 'tt0120102']
nm0398185	Peter Howitt	['tt0120148', 'tt0417586', 'tt0274166', 'tt0218817']
nm0027271	Paul W.S. Anderson	['tt0318627', 'tt0119081', 'tt1509767', 'tt0452608']
nm0228147	Mark A.Z. Dippé	['tt0120177', 'tt0107290', 'tt0096754', 'tt0103064']
nm0000957	Jan de Bont	['tt0111257', 'tt0171363', 'tt0181689', 'tt0117998']
nm0001469	Barry Levinson	['tt0095953', 'tt0101516', 'tt0120885', 'tt1933667']
nm0751102	David O. Russell	['tt1800241', 'tt0120188', 'tt1045658', 'tt0964517']
nm0000682	Paul Verhoeven	['tt0389557', 'tt0093870', 'tt3716530', 'tt0120201']
nm0000600	Sam Raimi	['tt0145487', 'tt0083907', 'tt0106308', 'tt0099365']
nm0000116	James Cameron	['tt0499549', 'tt1630029', 'tt0090605', 'tt0120338']
nm0006854	Roger Spottiswoode	['tt0083511', 'tt0216216', 'tt0096098', 'tt0472562']
nm0005124	John Lasseter	['tt0120363', 'tt0120623', 'tt0317219', 'tt0114709']
nm0001837	Peter Weir	['tt0311113', 'tt1023114', 'tt0090329', 'tt0097165']
nm0000231	Oliver Stone	['tt0102138', 'tt0091763', 'tt0110632', 'tt0096969']
nm0450387	Stephen Kessler	['tt1956594', 'tt0101456', 'tt0160403', 'tt0120434']
nm0413875	Mick Jackson	['tt0120461', 'tt0103855', 'tt1278469', 'tt0102250']
nm0178997	Frank Coraci	['tt0120888', 'tt0389860', 'tt0120484', 'tt0327437']
nm0443411	Tony Kaye	['tt1683526', 'tt0841119', 'tt0120586', 'tt28246392']
nm0201509	Eric Darnell	['tt0479952', 'tt0351283', 'tt6829580', 'tt1911658']
nm0426333	Tim Johnson	['tt0327084', 'tt2224026', 'tt0120587', 'tt3710058']
nm0000881	Michael Bay	['tt0120591', 'tt1055369', 'tt2109248', 'tt0418279']
nm0005069	Spike Jonze	['tt1798709', 'tt0120188', 'tt0386117', 'tt0120601']
nm0635759	Stephen Norrington	['tt0311429', 'tt0089908', 'tt0275468', 'tt0109575']
nm0814085	Stephen Sommers	['tt1046173', 'tt0120616', 'tt0338526', 'tt1767354']
nm0005124	John Lasseter	['tt0120363', 'tt0120623', 'tt0317219', 'tt0114709']
nm0520485	Peter Lord	['tt0435939', 'tt0120630', 'tt0312004', 'tt0424095']
nm0661910	Nick Park	['tt0312004', 'tt0120630', 'tt0108598', 'tt0104361']
nm0855035	Andy Tennant	['tt0770752', 'tt0386588', 'tt0256415', 'tt0120631']
nm0797869	Brad Silberling	['tt0120632', 'tt0339291', 'tt0179098', 'tt0112642']
nm0001460	Mimi Leder	['tt7203552', 'tt4669788', 'tt0120647', 'tt0119874']
nm0003620	Kevin Smith	['tt0109445', 'tt0118842', 'tt0424345', 'tt0120655']
nm0001532	John McTiernan	['tt0095016', 'tt0246894', 'tt0107362', 'tt0093773']
nm0001716	Tony Scott	['tt0421054', 'tt0477080', 'tt0092099', 'tt0108399']
nm0000040	Stanley Kubrick	['tt0062622', 'tt0066921', 'tt0072684', 'tt0093058']
nm1103162	Tim Story	['tt0120667', 'tt1621045', 'tt0303714', 'tt0316732']
nm0000416	Terry Gilliam	['tt0088846', 'tt0071853', 'tt1054606', 'tt0081633']
nm0853380	Julie Taymor	['tt0120679', 'tt0445922', 'tt0120866', 'tt7435316']
nm0400436	Albert Hughes	['tt1037705', 'tt0107554', 'tt0120681', 'tt4244998']
nm0400441	Allen Hughes	['tt1037705', 'tt0107554', 'tt0120681', 'tt0112819']
nm0000386	Roland Emmerich	['tt0116629', 'tt0120685', 'tt0319262', 'tt1628841']
nm0001060	Chris Columbus	['tt0241527', 'tt0295297', 'tt1454029', 'tt0294870']
nm0001104	Frank Darabont	['tt0120689', 'tt0111161', 'tt0884328', 'tt1520211']
nm0205542	Tamra Davis	['tt0492951', 'tt3975918', 'tt0112508', 'tt8064302']
nm0591171	Steve Miner	['tt0091223', 'tt0098622', 'tt0120694', 'tt0082418']
nm0868153	Giuseppe Tornatore	['tt1924396', 'tt0095765', 'tt0120731', 'tt0213847']
nm0005363	Guy Ritchie	['tt0988045', 'tt0120735', 'tt0208092', 'tt6139732']
nm0001392	Peter Jackson	['tt0120737', 'tt0092610', 'tt0167260', 'tt0167261']
nm0394280	Stephen Hopkins	['tt0120738', 'tt0097981', 'tt0100403', 'tt0352520']
nm0908824	Randall Wallace	['tt0277434', 'tt0213149', 'tt0112573', 'tt1028576']
nm0132709	Martin Campbell	['tt0381061', 'tt0190865', 'tt0113189', 'tt0120746']
nm0000887	Harold Becker	['tt0107497', 'tt0120749', 'tt0098273', 'tt0249478']
