nconst	primaryName	knownForTitles
nm0201660	Frankie Darro	['tt0024772', 'tt0033646', 'tt0032868', 'tt0165992']
nm0201660	Frankie Darro	['tt0024772', 'tt0033646', 'tt0032868', 'tt0165992']
nm0249893	Cliff Edwards	['tt0032599', 'tt0039404', 'tt0129167', 'tt1764234']
nm0249893	Cliff Edwards	['tt0032599', 'tt0039404', 'tt0129167', 'tt1764234']
nm0000059	Laurence Olivier	['tt0069281', 'tt0077269', 'tt0032976', 'tt0074860']
nm0001695	George Sanders	['tt0042192', 'tt0032976', 'tt0037988', 'tt0033873']
nm0115558	Nigel Bruce	['tt0032976', 'tt0034248', 'tt0036348', 'tt0035317']
nm0219666	Reginald Denny	['tt0032976', 'tt0059017', 'tt0060153', 'tt0040613']
nm0807580	C. Aubrey Smith	['tt0032976', 'tt0037515', 'tt0029442', 'tt0023551']
nm0178259	Melville Cooper	['tt0029843', 'tt0032976', 'tt0048960', 'tt0033804']
nm0000080	Orson Welles	['tt0033467', 'tt0052311', 'tt0040525', 'tt0057427']
nm0001072	Joseph Cotten	['tt0041959', 'tt0033467', 'tt0036855', 'tt0035015']
nm0001072	Joseph Cotten	['tt0041959', 'tt0033467', 'tt0036855', 'tt0035015']
nm0172615	Ray Collins	['tt0033467', 'tt0052311', 'tt0035015', 'tt0036868']
nm0762557	Erskine Sanford	['tt0033467', 'tt0035015', 'tt0036868', 'tt0040525']
nm0762557	Erskine Sanford	['tt0033467', 'tt0035015', 'tt0036868', 'tt0040525']
nm0806041	Everett Sloane	['tt0033467', 'tt0040525', 'tt0049601', 'tt0049778']
nm0020041	William Alland	['tt0033467', 'tt0046876', 'tt0058296', 'tt0050294']
nm0829717	Paul Stewart	['tt0033467', 'tt0061809', 'tt0048261', 'tt0041996']
nm0001359	Sterling Holloway	['tt0076363', 'tt0061852', 'tt0065421', 'tt0043274']
nm0001359	Sterling Holloway	['tt0076363', 'tt0061852', 'tt0065421', 'tt0043274']
nm0112395	Edward Brophy	['tt0025878', 'tt0038518', 'tt0032299', 'tt0039502']
nm0112395	Edward Brophy	['tt0025878', 'tt0038518', 'tt0032299', 'tt0039502']
nm0082884	Herman Bing	['tt0030202', 'tt0026920', 'tt0030817', 'tt0025251']
nm0082884	Herman Bing	['tt0030202', 'tt0026920', 'tt0030817', 'tt0025251']
nm0088285	Billy Bletcher	['tt0026216', 'tt0026423', 'tt0016531', 'tt0017387']
nm0088285	Billy Bletcher	['tt0026216', 'tt0026423', 'tt0016531', 'tt0017387']
nm0158897	Hall Johnson Choir	['tt0029162', 'tt0030482', 'tt0114048', 'tt0035703']
nm0158897	Hall Johnson Choir	['tt0029162', 'tt0030482', 'tt0114048', 'tt0035703']
nm0249893	Cliff Edwards	['tt0032599', 'tt0039404', 'tt0129167', 'tt1764234']
nm0249893	Cliff Edwards	['tt0032599', 'tt0039404', 'tt0129167', 'tt1764234']
nm0292677	Stan Freberg	['tt0048280', 'tt0057193', 'tt0318155', 'tt0145637']
nm0390187	Eddie Holden	['tt0029902', 'tt0027126', 'tt0035009', 'tt0032047']
nm0390187	Eddie Holden	['tt0029902', 'tt0027126', 'tt0035009', 'tt0032047']
nm0000007	Humphrey Bogart	['tt0034583', 'tt0033870', 'tt0037382', 'tt0042593']
nm0000048	Peter Lorre	['tt0022100', 'tt0036613', 'tt0034583', 'tt0033870']
nm0533692	Barton MacLane	['tt0033870', 'tt0027407', 'tt0028555', 'tt0033717']
nm0002113	Sydney Greenstreet	['tt0033870', 'tt0034583', 'tt0034428', 'tt0039080']
nm0000955	Ward Bond	['tt0033870', 'tt0045061', 'tt0038650', 'tt0049730']
nm0184578	Jerome Cowan	['tt0039628', 'tt0033717', 'tt0033870', 'tt0029546']
nm0176879	Elisha Cook Jr.	['tt0051744', 'tt0063522', 'tt0049406', 'tt0033870']
nm0017013	Hardie Albright	['tt0023491', 'tt0024598', 'tt0026594', 'tt0037826']
nm0017013	Hardie Albright	['tt0023491', 'tt0024598', 'tt0026594', 'tt0037826']
nm0018755	Stan Alexander	[]
nm0018755	Stan Alexander	[]
nm0066951	Peter Behn	['tt5139360', 'tt0123366', 'tt5334978', 'tt2129864']
nm0066951	Peter Behn	['tt5139360', 'tt0123366', 'tt5334978', 'tt2129864']
nm0205561	Tim Davis	['tt0032881', 'tt0147802', 'tt0098257', 'tt0105169']
nm0205561	Tim Davis	['tt0032881', 'tt0147802', 'tt0098257', 'tt0105169']
nm0205561	Tim Davis	['tt0032881', 'tt0147802', 'tt0098257', 'tt0105169']
nm0205561	Tim Davis	['tt0032881', 'tt0147802', 'tt0098257', 'tt0105169']
nm0000007	Humphrey Bogart	['tt0034583', 'tt0033870', 'tt0037382', 'tt0042593']
nm0002134	Paul Henreid	['tt0034583', 'tt0040444', 'tt0076009', 'tt0035140']
nm0001647	Claude Rains	['tt0034583', 'tt0038787', 'tt0024184', 'tt0031679']
nm0891998	Conrad Veidt	['tt0034583', 'tt0010323', 'tt0032356', 'tt0034399']
nm0002113	Sydney Greenstreet	['tt0033870', 'tt0034583', 'tt0034428', 'tt0039080']
nm0000048	Peter Lorre	['tt0022100', 'tt0036613', 'tt0034583', 'tt0033870']
nm0757064	S.Z. Sakall	['tt0034583', 'tt0037595', 'tt0038260', 'tt0041507']
nm0933330	Dooley Wilson	['tt0034583', 'tt0069097', 'tt1980929', 'tt5606664']
nm0413168	Hugh Jackman	['tt1707386', 'tt3315342', 'tt0120903', 'tt0458525']
nm0000630	Liev Schreiber	['tt1895587', 'tt0458525', 'tt0368008', 'tt0404030']
nm0005227	Breckin Meyer	['tt0250687', 'tt0215129', 'tt0101917', 'tt0112697']
nm0925966	Bradley Whitford	['tt5052448', 'tt0200276', 'tt2140373', 'tt1259521']
nm0925717	Paxton Whitehead	['tt0090685', 'tt0035423', 'tt0092605', 'tt0108778']
nm0336960	Spalding Gray	['tt0094089', 'tt0035423', 'tt0087553', 'tt0094715']
nm0821817	Josh Stamberg	['tt2699110', 'tt2312890', 'tt1616195', 'tt1416765']
nm0697069	Matthew Sussman	['tt0035423', 'tt0119874', 'tt0168366', 'tt0183659']
nm0001072	Joseph Cotten	['tt0041959', 'tt0033467', 'tt0036855', 'tt0035015']
nm0136994	Macdonald Carey	['tt0036342', 'tt0058796', 'tt0043736', 'tt0039873']
nm0871287	Henry Travers	['tt0038650', 'tt0024184', 'tt0036342', 'tt0035093']
nm0002025	Hume Cronyn	['tt0088933', 'tt0037017', 'tt0036342', 'tt0092494']
nm0285922	Wallace Ford	['tt0022913', 'tt0059573', 'tt0042546', 'tt0036342']
nm0060876	Charles Bates	['tt0036342', 'tt0037244', 'tt0041871', 'tt0038451']
nm0045784	Irving Bacon	['tt0033891', 'tt0036342', 'tt0031381', 'tt0032551']
nm0000026	Cary Grant	['tt0053125', 'tt0056923', 'tt0034248', 'tt0038787']
nm0557339	Raymond Massey	['tt0036613', 'tt0048028', 'tt0032181', 'tt0028358']
nm0007217	Jack Carson	['tt0051459', 'tt0037913', 'tt0040745', 'tt0036613']
nm0002143	Edward Everett Horton	['tt0036613', 'tt0030241', 'tt0027125', 'tt0057193']
nm0000048	Peter Lorre	['tt0022100', 'tt0036613', 'tt0034583', 'tt0033870']
nm0322299	James Gleason	['tt0048424', 'tt0036613', 'tt0033712', 'tt0039190']
nm0018514	John Alexander	['tt0036613', 'tt0043137', 'tt0037094', 'tt0039250']
nm0534045	Fred MacMurray	['tt0036775', 'tt0053604', 'tt0046816', 'tt0057518']
nm0000064	Edward G. Robinson	['tt0036775', 'tt0040506', 'tt0038991', 'tt0038057']
nm0056477	Byron Barr	['tt0036775', 'tt0038177', 'tt0043024', 'tt0039816']
nm0356004	Porter Hall	['tt0036775', 'tt0034240', 'tt0032599', 'tt0043338']
nm0694631	Tom Powers	['tt0036775', 'tt0038369', 'tt0042393', 'tt0045943']
nm0301348	Richard Gaines	['tt0036775', 'tt0043338', 'tt0036172', 'tt0039224']
nm0093769	Fortunio Bonanova	['tt0033467', 'tt0036775', 'tt0037979', 'tt0050105']
nm0680139	John Philliber	['tt0036775', 'tt0036962', 'tt0036092', 'tt0037325']
nm0000763	Dana Andrews	['tt0037008', 'tt0036868', 'tt0037691', 'tt0049949']
nm0545298	Fredric March	['tt0036868', 'tt0053946', 'tt0022835', 'tt0058576']
nm0005994	Hoagy Carmichael	['tt0037382', 'tt0036868', 'tt0038395', 'tt1655420']
nm0751174	Harold Russell	['tt0036868', 'tt0119001', 'tt0080928', 'tt0078704']
nm0092129	Roman Bohnen	['tt0036868', 'tt0039224', 'tt0031742', 'tt0034432']
nm0000763	Dana Andrews	['tt0037008', 'tt0036868', 'tt0037691', 'tt0049949']
nm0916067	Clifton Webb	['tt0037008', 'tt0038873', 'tt0042327', 'tt0047580']
nm0001637	Vincent Price	['tt0051744', 'tt0066740', 'tt0037008', 'tt0051622']
nm0593372	Grant Mitchell	['tt0036613', 'tt0031679', 'tt0024958', 'tt0023948']
nm0016251	John Alban	[]
nm0017044	Wally Albright	['tt0030688', 'tt0022338', 'tt0029728', 'tt0020498']
nm0000060	Gregory Peck	['tt0056592', 'tt0038109', 'tt0046250', 'tt0077269']
nm0155011	Michael Chekhov	['tt0038109', 'tt0038283', 'tt0038973', 'tt0017748']
nm0001991	Leo G. Carroll	['tt0053125', 'tt0044079', 'tt0038109', 'tt0057765']
nm0256305	John Emery	['tt0038109', 'tt0038108', 'tt0037034', 'tt0042897']
nm0516093	Norman Lloyd	['tt0097165', 'tt0035279', 'tt0047708', 'tt0106226']
nm0329433	Bill Goodwin	['tt0038109', 'tt0043030', 'tt0038621', 'tt0038661']
nm0314065	Steven Geray	['tt0038559', 'tt0042593', 'tt0038109', 'tt0045810']
nm0193321	Donald Curtis	['tt0038109', 'tt0047811', 'tt0049833', 'tt0049169']
nm0000007	Humphrey Bogart	['tt0034583', 'tt0033870', 'tt0037382', 'tt0042593']
nm0725891	John Ridgely	['tt0038355', 'tt0035799', 'tt0036613', 'tt0035616']
nm0867538	Regis Toomey	['tt0038355', 'tt0032599', 'tt0048140', 'tt0038109']
nm0907289	Charles Waldron	['tt0038355', 'tt0037034', 'tt0033107', 'tt0031842']
nm0113184	Charles D. Brown	['tt0038355', 'tt0032551', 'tt0027686', 'tt0030778']
nm0824496	Bob Steele	['tt0038355', 'tt0061747', 'tt0031742', 'tt0032911']
nm0000071	James Stewart	['tt0052561', 'tt0052357', 'tt0038650', 'tt0031679']
nm0000859	Lionel Barrymore	['tt0030993', 'tt0038650', 'tt0040506', 'tt0019344']
nm0593775	Thomas Mitchell	['tt0031971', 'tt0031381', 'tt0038650', 'tt0031679']
nm0871287	Henry Travers	['tt0038650', 'tt0024184', 'tt0036342', 'tt0035093']
nm0269709	Frank Faylen	['tt0038650', 'tt0037884', 'tt0040175', 'tt0052490']
nm0000955	Ward Bond	['tt0033870', 'tt0045061', 'tt0038650', 'tt0049730']
nm0912478	H.B. Warner	['tt0038650', 'tt0029162', 'tt0027996', 'tt0030993']
nm0000026	Cary Grant	['tt0053125', 'tt0056923', 'tt0034248', 'tt0038787']
nm0001647	Claude Rains	['tt0034583', 'tt0038787', 'tt0024184', 'tt0031679']
nm0129894	Louis Calhern	['tt0023969', 'tt0038787', 'tt0042208', 'tt0049314']
nm0778306	Reinhold Schünzel	['tt0038787', 'tt0442676', 'tt0012234', 'tt0037046']
nm0647752	Moroni Olsen	['tt0037913', 'tt0038787', 'tt0042451', 'tt0027099']
nm0872683	Ivan Triesault	['tt0038787', 'tt0044391', 'tt0053593', 'tt0055719']
nm0591615	Alexis Minotis	['tt0038409', 'tt0048283', 'tt0038787', 'tt12313434']
nm0114878	Wally Brown	['tt0038787', 'tt0038270', 'tt0037261', 'tt0036865']
nm0350324	Edmund Gwenn	['tt0039628', 'tt0048750', 'tt0032943', 'tt0047573']
nm0668361	John Payne	['tt0039628', 'tt0044789', 'tt0045465', 'tt0035447']
nm0516876	Gene Lockhart	['tt0032599', 'tt0039628', 'tt0049055', 'tt0029855']
nm0356004	Porter Hall	['tt0036775', 'tt0034240', 'tt0032599', 'tt0043338']
nm0292433	William Frawley	['tt0043208', 'tt0039628', 'tt0028138', 'tt0033432']
nm0184578	Jerome Cowan	['tt0039628', 'tt0033717', 'tt0033870', 'tt0029546']
nm0867282	Philip Tonge	['tt0051201', 'tt0039628', 'tt0052929', 'tt0039586']
nm0016776	Jack Albertson	['tt0067992', 'tt0069113', 'tt0082406', 'tt0063654']
nm0536009	Lamberto Maggiorani	['tt0040522', 'tt0056215', 'tt0043287', 'tt0041921']
nm0821543	Enzo Staiola	['tt0040522', 'tt0046754', 'tt0041921', 'tt0061053']
nm0759031	Gino Saltamerenda	['tt0040522', 'tt0043802', 'tt0962576', 'tt0039809']
nm0157058	Giulio Chiari	['tt0040522']
nm0031509	Vittorio Antonucci	['tt0040522']
nm0757129	Michele Sakara	['tt0040522', 'tt0198928', 'tt0055772', 'tt0043986']
nm0346358	Fausto Guerzoni	['tt0040522', 'tt0053146', 'tt0034616', 'tt0046880']
nm0000071	James Stewart	['tt0052561', 'tt0052357', 'tt0038650', 'tt0031679']
nm0197982	John Dall	['tt0040746', 'tt0054331', 'tt0042530', 'tt0037614']
nm0335048	Farley Granger	['tt0044079', 'tt0040746', 'tt0040872', 'tt0082951']
nm0389516	Dick Hogan	['tt0040746', 'tt0028578', 'tt0030808', 'tt0035608']
nm0225255	Douglas Dick	['tt0040746', 'tt0061293', 'tt0057733', 'tt0063877']
nm0362567	Cedric Hardwicke	['tt0049833', 'tt0048960', 'tt0046534', 'tt0040746']
nm0000033	Alfred Hitchcock	['tt0054215', 'tt0053125', 'tt0052357', 'tt0056869']
nm0000007	Humphrey Bogart	['tt0034583', 'tt0033870', 'tt0037382', 'tt0042593']
nm0404158	Walter Huston	['tt0040897', 'tt0027532', 'tt0033532', 'tt0037515']
nm0392529	Tim Holt	['tt0035015', 'tt0040897', 'tt0038762', 'tt0031971']
nm0071636	Bruce Bennett	['tt0037913', 'tt0040897', 'tt0036323', 'tt0039302']
nm0533692	Barton MacLane	['tt0033870', 'tt0027407', 'tt0028555', 'tt0033717']
nm0066166	Alfonso Bedoya	['tt0040897', 'tt0042256', 'tt0051411', 'tt0165130']
nm0815495	Arturo Soto Rangel	['tt0040897', 'tt0040560', 'tt0036577', 'tt0269868']
nm0232375	Manuel Dondé	['tt0040897', 'tt0041270', 'tt0038510', 'tt0242601']
nm0869064	José Torvay	['tt0040897', 'tt0065134', 'tt0043829', 'tt0045877']
nm0526058	Margarito Luna	['tt0040897', 'tt0065214', 'tt0065134', 'tt0061459']
nm0000080	Orson Welles	['tt0033467', 'tt0052311', 'tt0040525', 'tt0057427']
nm0001072	Joseph Cotten	['tt0041959', 'tt0033467', 'tt0036855', 'tt0035015']
nm0002145	Trevor Howard	['tt0041959', 'tt0066319', 'tt0037558', 'tt0062790']
nm0405977	Paul Hörbiger	['tt0041959', 'tt0027548', 'tt0027858', 'tt0022699']
nm0222074	Ernst Deutsch	['tt0041959', 'tt0040714', 'tt0037820', 'tt0357014']
nm0690691	Erich Ponto	['tt0041959', 'tt0048169', 'tt0031902', 'tt0220458']
nm0108040	Siegfried Breuer	['tt0041959', 'tt0042939', 'tt0043672', 'tt0041849']
nm0496866	Bernard Lee	['tt0066995', 'tt0071807', 'tt0070328', 'tt0055928']
nm0001695	George Sanders	['tt0042192', 'tt0032976', 'tt0037988', 'tt0033873']
nm0581282	Gary Merrill	['tt0042192', 'tt0043132', 'tt0057926', 'tt0055207']
nm0549280	Hugh Marlowe	['tt0042192', 'tt0043456', 'tt0042788', 'tt0049169']
nm0711855	Gregory Ratoff	['tt0042192', 'tt0023302', 'tt0051028', 'tt0037089']
nm0531763	James MacDonald	['tt0042332', 'tt0043274', 'tt0078869', 'tt0058331']
nm0531763	James MacDonald	['tt0042332', 'tt0043274', 'tt0078869', 'tt0058331']
nm0531763	James MacDonald	['tt0042332', 'tt0043274', 'tt0078869', 'tt0058331']
nm0887887	Luis Van Rooten	['tt0042332', 'tt0039056', 'tt0041856', 'tt0051312']
nm0887887	Luis Van Rooten	['tt0042332', 'tt0039056', 'tt0041856', 'tt0051312']
nm0054036	Don Barclay	['tt0034717', 'tt0042332', 'tt0029034', 'tt0043274']
nm0000071	James Stewart	['tt0052561', 'tt0052357', 'tt0038650', 'tt0031679']
nm0285922	Wallace Ford	['tt0022913', 'tt0059573', 'tt0042546', 'tt0036342']
nm0528621	William H. Lynn	['tt0042546', 'tt0046475', 'tt0370179', 'tt0045003']
nm0924964	Jesse White	['tt0057193', 'tt0042546', 'tt0058440', 'tt0048977']
nm0445523	Cecil Kellaway	['tt0061735', 'tt0042546', 'tt0038854', 'tt0034881']
nm0236866	Charles Drake	['tt0042546', 'tt0037611', 'tt0063663', 'tt0045920']
nm0001536	Toshirô Mifune	['tt0055630', 'tt0047478', 'tt0057565', 'tt0050613']
nm0605270	Masayuki Mori	['tt0042876', 'tt0054460', 'tt0043614', 'tt0048757']
nm0793766	Takashi Shimura	['tt0047478', 'tt0044741', 'tt0042876', 'tt0041699']
nm0156928	Minoru Chiaki	['tt0047478', 'tt0051808', 'tt0042876', 'tt0050613']
nm0879918	Kichijirô Ueda	['tt0042876', 'tt0051808', 'tt0047478', 'tt0050613']
nm0441961	Daisuke Katô	['tt0047478', 'tt0055630', 'tt0042876', 'tt0043707']
nm0000034	William Holden	['tt0046359', 'tt0047437', 'tt0043014', 'tt0074958']
nm0002233	Erich von Stroheim	['tt0043014', 'tt0028950', 'tt0019558', 'tt0009937']
nm0163939	Fred Clark	['tt0043014', 'tt0051383', 'tt0042041', 'tt0039941']
nm0332221	Lloyd Gough	['tt0043014', 'tt0040087', 'tt0059991', 'tt0041954']
nm0916131	Jack Webb	['tt0043194', 'tt0061248', 'tt0043014', 'tt0048484']
nm0267916	Franklyn Farnum	['tt0043014', 'tt0008257', 'tt0007749', 'tt0008808']
nm0086627	Larry J. Blake	['tt0043014', 'tt0061747', 'tt0053546', 'tt0080025']
nm0206742	Charles Dayton	['tt0043014', 'tt0041209', 'tt0043090', 'tt0044196']
nm0000007	Humphrey Bogart	['tt0034583', 'tt0033870', 'tt0037382', 'tt0042593']
nm0605923	Robert Morley	['tt0078488', 'tt0043265', 'tt0030418', 'tt0046414']
nm0119988	Peter Bull	['tt0043265', 'tt0057012', 'tt0057590', 'tt0040758']
nm0000942	Theodore Bikel	['tt0058385', 'tt0051525', 'tt0050356', 'tt0043265']
nm0331770	Walter Gotell	['tt0079574', 'tt0076752', 'tt0090264', 'tt0057076']
nm0822842	Peter Swanwick	['tt0043265', 'tt0061287', 'tt0054518', 'tt0989125']
nm0549424	Richard Marner	['tt0164184', 'tt0043265', 'tt0077269', 'tt0086659']
nm0033426	Harry Arbour	['tt0054271', 'tt0064403', 'tt0056186', 'tt0060637']
nm0424159	Errol John	['tt0053131', 'tt0048620', 'tt0060135', 'tt0989125']
nm0943956	Ed Wynn	['tt0043274', 'tt0058331', 'tt0054649', 'tt0052738']
nm0370821	Richard Haydn	['tt0059742', 'tt0043274', 'tt0037515', 'tt0072431']
nm0001359	Sterling Holloway	['tt0076363', 'tt0061852', 'tt0065421', 'tt0043274']
nm0173160	Jerry Colonna	['tt0043274', 'tt0032993', 'tt0043705', 'tt0034193']
nm0641729	J. Pat O'Malley	['tt0055254', 'tt0061852', 'tt0043274', 'tt0041094']
nm0641729	J. Pat O'Malley	['tt0055254', 'tt0061852', 'tt0043274', 'tt0041094']
nm0641729	J. Pat O'Malley	['tt0055254', 'tt0061852', 'tt0043274', 'tt0041094']
nm0859892	Bill Thompson	['tt0048280', 'tt0046183', 'tt0053285', 'tt0043274']
nm0859892	Bill Thompson	['tt0048280', 'tt0046183', 'tt0053285', 'tt0043274']
nm0444012	Joseph Kearns	['tt0043274', 'tt0052461', 'tt0052561', 'tt0047765']
nm0719692	Michael Rennie	['tt0043456', 'tt0046247', 'tt0046899', 'tt0062714']
nm0549280	Hugh Marlowe	['tt0042192', 'tt0043456', 'tt0042788', 'tt0049169']
nm0415488	Sam Jaffe	['tt0042208', 'tt0043456', 'tt0066817', 'tt0052618']
nm0336474	Billy Gray	['tt0043456', 'tt0043880', 'tt0046600', 'tt0045586']
nm0552696	Lock Martin	['tt0043456', 'tt0037027']
nm0013934	Patrick Aherne	['tt0049096', 'tt0018017', 'tt0021897', 'tt0039437']
nm0036530	Larry Arnold	['tt0073026', 'tt0047733']
nm0045839	Walter Bacon	['tt0012164']
nm0335048	Farley Granger	['tt0044079', 'tt0040746', 'tt0040872', 'tt0082951']
nm0908153	Robert Walker	['tt0044079', 'tt0037769', 'tt0037604', 'tt0035664']
nm0001991	Leo G. Carroll	['tt0053125', 'tt0044079', 'tt0038109', 'tt0057765']
nm0354947	Jonathan Hale	['tt0033014', 'tt0035966', 'tt0044079', 'tt0034145']
nm0820643	Howard St. John	['tt0042276', 'tt0053001', 'tt0044079', 'tt0042727']
nm0113876	John Brown	['tt0044079', 'tt0046248', 'tt0044685', 'tt0042111']
nm0000008	Marlon Brando	['tt0078788', 'tt0068646', 'tt0047296', 'tt0070849']
nm0001500	Karl Malden	['tt0044081', 'tt0047296', 'tt0066206', 'tt0048973']
nm0094036	Rudy Bond	['tt0044081', 'tt0047296', 'tt0068646', 'tt0072251']
nm0219528	Nick Dennis	['tt0044081', 'tt0054331', 'tt0048261', 'tt0048028']
nm0455389	Wright King	['tt0063442', 'tt0044081', 'tt0052520', 'tt0065317']
nm0308257	Richard Garrick	['tt0049314', 'tt0044081', 'tt0006336', 'tt0415105']
nm0000011	Gary Cooper	['tt0044706', 'tt0034167', 'tt0027996', 'tt0035896']
nm0593775	Thomas Mitchell	['tt0031971', 'tt0031381', 'tt0038650', 'tt0031679']
nm0000978	Lloyd Bridges	['tt0107144', 'tt0080339', 'tt0083530', 'tt0102059']
nm0472603	Otto Kruger	['tt0035279', 'tt0044706', 'tt0037101', 'tt0037678']
nm0001033	Lon Chaney Jr.	['tt0034398', 'tt0044706', 'tt0035899', 'tt0040068']
nm0604702	Harry Morgan	['tt0068098', 'tt0036244', 'tt0044706', 'tt0053946']
nm0531756	Ian MacDonald	['tt0044706', 'tt0046719', 'tt0048619', 'tt0040740']
nm0793766	Takashi Shimura	['tt0047478', 'tt0044741', 'tt0042876', 'tt0041699']
nm0437520	Nobuo Kaneko	['tt0044741', 'tt0063206', 'tt0077135', 'tt0160007']
nm0385443	Shin'ichi Himori	['tt0044741', 'tt0426900', 'tt0027752', 'tt0427424']
nm0848984	Haruo Tanaka	['tt0044741', 'tt0048454', 'tt0049710', 'tt0425420']
nm0156928	Minoru Chiaki	['tt0047478', 'tt0051808', 'tt0042876', 'tt0050613']
nm0383091	Bokuzen Hidari	['tt0047478', 'tt0044741', 'tt0050330', 'tt0043707']
nm0945253	Minosuke Yamada	['tt0044741', 'tt0048127', 'tt0050251', 'tt0049710']
nm0297869	Kamatari Fujiwara	['tt0051808', 'tt0047478', 'tt0044741', 'tt0055630']
nm0462182	Makoto Kobori	['tt0044741', 'tt0044644', 'tt0200185', 'tt0372315']
nm0000037	Gene Kelly	['tt0045152', 'tt0043278', 'tt0053946', 'tt0041716']
nm0640307	Donald O'Connor	['tt0045152', 'tt0045899', 'tt0045592', 'tt0040111']
nm0593612	Millard Mitchell	['tt0045152', 'tt0043137', 'tt0041996', 'tt0040367']
nm0288830	Douglas Fowley	['tt0045152', 'tt0045609', 'tt0041163', 'tt0054045']
nm0017021	John Albright	['tt0053850', 'tt0040463', 'tt0040511', 'tt0320048']
nm0000044	Burt Lancaster	['tt0045793', 'tt0085859', 'tt0051036', 'tt0057091']
nm0001050	Montgomery Clift	['tt0045793', 'tt0043924', 'tt0055031', 'tt0040765']
nm0000069	Frank Sinatra	['tt0045793', 'tt0056218', 'tt0049314', 'tt0052218']
nm0643211	Philip Ober	['tt0045793', 'tt0053125', 'tt0059221', 'tt0042784']
nm0789485	Mickey Shaughnessy	['tt0050556', 'tt0045793', 'tt0055312', 'tt0050327']
nm0068772	Harry Bellaver	['tt0045793', 'tt0031047', 'tt0046076', 'tt0090094']
nm0000308	Ernest Borgnine	['tt0048356', 'tt0069113', 'tt0082340', 'tt0086662']
nm0912001	Jack Warden	['tt0050083', 'tt0074119', 'tt0114924', 'tt0078841']
nm0237985	Bobby Driscoll	['tt0046183', 'tt0038969', 'tt0042046', 'tt0043067']
nm0175788	Hans Conried	['tt0046183', 'tt0045464', 'tt0077687', 'tt0052507']
nm0175788	Hans Conried	['tt0046183', 'tt0045464', 'tt0077687', 'tt0052507']
nm0859892	Bill Thompson	['tt0048280', 'tt0046183', 'tt0053285', 'tt0043274']
nm0859892	Bill Thompson	['tt0048280', 'tt0046183', 'tt0053285', 'tt0043274']
nm0172598	Paul Collins	['tt0046183', 'tt0106673', 'tt0128278', 'tt0116253']
nm0527220	Tommy Luske	['tt0046183', 'tt0272351', 'tt1592285', 'tt2129864']
nm0133752	Candy Candido	['tt0091149', 'tt0046183', 'tt8847712', 'tt0025740']
nm0007218	Tom Conway	['tt0034587', 'tt0036027', 'tt0040669', 'tt0038518']
nm0243425	Roland Dupree	['tt0046183', 'tt0035068', 'tt0053901', 'tt0037040']
nm0000060	Gregory Peck	['tt0056592', 'tt0038109', 'tt0046250', 'tt0077269']
nm0000734	Eddie Albert	['tt0046250', 'tt0058808', 'tt0068687', 'tt0056197']
nm0694403	Hartley Power	['tt0046250', 'tt0050549', 'tt0046072', 'tt0989125']
nm0930732	Harcourt Williams	['tt0046250', 'tt0048960', 'tt0040416', 'tt0039220']
nm0138479	Tullio Carminati	['tt0046250', 'tt0016629', 'tt0025593', 'tt0049934']
nm0137567	Paolo Carlini	['tt0046250', 'tt0053957', 'tt0058496', 'tt1178183']
nm0259599	Claudio Ermelli	['tt0046250', 'tt0033177', 'tt0034712', 'tt0024639']
nm0598971	Yves Montand	['tt0091288', 'tt0065234', 'tt0046268', 'tt0054022']
nm0889024	Charles Vanel	['tt0046268', 'tt0046911', 'tt0048728', 'tt0050390']
nm0886870	Peter van Eyck	['tt0056197', 'tt0046268', 'tt0064110', 'tt0054371']
nm0525793	Folco Lulli	['tt0056945', 'tt0046268', 'tt0056558', 'tt0043532']
nm0875630	William Tubbs	['tt0046268', 'tt0044487', 'tt0038823', 'tt0043949']
